"week","requirement_cluster","review_dataset","count"
"2020-29",226,"zomato",58
"2020-29",227,"foodpanda",20
"2020-29",227,"ubereats",4
"2020-29",227,"zomato",2
"2020-29",228,"foodpanda",8
"2020-29",228,"ubereats",13
"2020-29",228,"zomato",10
"2020-29",229,"foodpanda",5
"2020-29",230,"foodpanda",6
"2020-29",230,"ubereats",1
"2020-29",230,"zomato",1
"2020-29",232,"foodpanda",120
"2020-29",232,"ubereats",81
"2020-29",232,"zomato",50
"2020-29",233,"foodpanda",22
"2020-29",233,"ubereats",21
"2020-29",233,"zomato",21
"2020-29",234,"foodpanda",3
"2020-29",235,"foodpanda",238
"2020-29",235,"ubereats",149
"2020-29",235,"zomato",115
"2020-29",236,"foodpanda",16
"2020-29",236,"ubereats",12
"2020-29",236,"zomato",14
"2020-29",237,"foodpanda",29
"2020-29",237,"ubereats",30
"2020-29",237,"zomato",21
"2020-29",238,"foodpanda",34
"2020-29",238,"ubereats",23
"2020-29",238,"zomato",17
"2020-29",239,"foodpanda",10
"2020-29",239,"ubereats",19
"2020-29",239,"zomato",4
"2020-29",241,"foodpanda",95
"2020-29",241,"ubereats",55
"2020-29",241,"zomato",71
"2020-29",242,"ubereats",8
"2020-29",243,"foodpanda",6
"2020-29",243,"ubereats",3
"2020-29",243,"zomato",4
"2020-29",244,"foodpanda",37
"2020-29",244,"ubereats",25
"2020-29",244,"zomato",8
"2020-29",245,"foodpanda",52
"2020-29",245,"ubereats",48
"2020-29",245,"zomato",39
"2020-29",246,"foodpanda",47
"2020-29",246,"ubereats",20
"2020-29",246,"zomato",17
"2020-29",247,"foodpanda",22
"2020-29",247,"ubereats",13
"2020-29",247,"zomato",3
"2020-29",248,"foodpanda",25
"2020-29",248,"ubereats",15
"2020-29",248,"zomato",10
"2020-29",249,"foodpanda",58
"2020-29",249,"ubereats",42
"2020-29",249,"zomato",24
"2020-29",250,"foodpanda",47
"2020-29",250,"ubereats",115
"2020-29",250,"zomato",35
"2020-29",251,"foodpanda",2
"2020-29",252,"foodpanda",6536
"2020-29",252,"ubereats",3934
"2020-29",252,"zomato",2296
"2020-29",253,"foodpanda",27
"2020-29",253,"ubereats",21
"2020-29",253,"zomato",15
"2020-29",255,"foodpanda",249
"2020-29",255,"ubereats",127
"2020-29",255,"zomato",32
"2020-29",258,"foodpanda",6
"2020-29",258,"ubereats",5
"2020-29",258,"zomato",9
"2020-29",259,"foodpanda",8
"2020-29",259,"ubereats",3
"2020-29",259,"zomato",9
"2020-29",260,"foodpanda",9
"2020-29",260,"ubereats",3
"2020-29",260,"zomato",1
"2020-29",261,"foodpanda",144
"2020-29",261,"ubereats",113
"2020-29",261,"zomato",32
"2020-29",263,"ubereats",3
"2020-29",264,"foodpanda",12
"2020-29",264,"ubereats",3
"2020-29",265,"foodpanda",9
"2020-29",265,"ubereats",12
"2020-29",265,"zomato",4
"2020-29",266,"foodpanda",43
"2020-29",266,"ubereats",25
"2020-29",266,"zomato",7
"2020-29",267,"zomato",84
"2020-29",268,"foodpanda",26
"2020-29",268,"ubereats",32
"2020-29",268,"zomato",2
"2020-29",270,"foodpanda",23
"2020-29",270,"ubereats",15
"2020-29",270,"zomato",2
"2020-29",271,"foodpanda",28
"2020-29",271,"ubereats",31
"2020-29",271,"zomato",3
"2020-29",272,"foodpanda",3
"2020-29",273,"foodpanda",551
"2020-29",273,"ubereats",317
"2020-29",273,"zomato",175
"2020-29",274,"foodpanda",18
"2020-29",274,"ubereats",4
"2020-29",274,"zomato",4
"2020-29",275,"foodpanda",1
"2020-29",275,"ubereats",2
"2020-29",276,"foodpanda",5
"2020-29",276,"ubereats",2
"2020-29",276,"zomato",1
"2020-29",277,"foodpanda",8
"2020-29",277,"ubereats",5
"2020-29",277,"zomato",11
"2020-29",278,"foodpanda",57
"2020-29",278,"ubereats",39
"2020-29",278,"zomato",6
"2020-29",279,"foodpanda",73
"2020-29",279,"ubereats",46
"2020-29",279,"zomato",20
"2020-29",280,"foodpanda",2
"2020-29",281,"foodpanda",9
"2020-29",281,"ubereats",3
"2020-29",283,"foodpanda",68
"2020-29",283,"ubereats",30
"2020-29",283,"zomato",23
"2020-29",284,"foodpanda",5
"2020-29",284,"ubereats",4
"2020-29",284,"zomato",5
"2020-29",285,"foodpanda",42
"2020-29",286,"ubereats",6
"2020-29",287,"foodpanda",8
"2020-29",287,"zomato",7
"2020-29",288,"foodpanda",10
"2020-29",288,"ubereats",4
"2020-29",289,"foodpanda",95
"2020-29",289,"ubereats",60
"2020-29",289,"zomato",38
"2020-29",290,"foodpanda",13
"2020-29",290,"zomato",4
"2020-29",291,"foodpanda",11
"2020-29",291,"ubereats",11
"2020-29",292,"foodpanda",4
"2020-29",292,"zomato",6
"2020-29",293,"foodpanda",28
"2020-29",293,"ubereats",6
"2020-29",293,"zomato",10
"2020-29",294,"foodpanda",10
"2020-29",294,"ubereats",5
"2020-29",295,"foodpanda",6
"2020-29",295,"ubereats",4
"2020-29",295,"zomato",1
"2020-29",296,"ubereats",1
"2020-29",298,"foodpanda",4
"2020-29",298,"ubereats",3
"2020-29",298,"zomato",3
"2020-29",299,"foodpanda",143
"2020-29",299,"ubereats",135
"2020-29",299,"zomato",44
"2020-28",1,"foodpanda",343
"2020-28",1,"ubereats",389
"2020-28",1,"zomato",228
"2020-28",2,"foodpanda",20
"2020-28",2,"ubereats",40
"2020-28",2,"zomato",37
"2020-28",4,"foodpanda",14
"2020-28",4,"ubereats",18
"2020-28",4,"zomato",11
"2020-28",5,"foodpanda",79
"2020-28",5,"ubereats",125
"2020-28",5,"zomato",79
"2020-28",6,"foodpanda",85
"2020-28",6,"ubereats",47
"2020-28",6,"zomato",27
"2020-28",7,"foodpanda",1
"2020-28",8,"foodpanda",2
"2020-28",8,"zomato",1
"2020-28",9,"foodpanda",12
"2020-28",10,"foodpanda",8
"2020-28",10,"ubereats",21
"2020-28",10,"zomato",18
"2020-28",11,"foodpanda",12
"2020-28",11,"ubereats",1
"2020-28",11,"zomato",3
"2020-28",13,"foodpanda",12
"2020-28",13,"ubereats",6
"2020-28",13,"zomato",27
"2020-28",14,"foodpanda",87
"2020-28",14,"ubereats",94
"2020-28",14,"zomato",61
"2020-28",15,"foodpanda",4
"2020-28",15,"zomato",6
"2020-28",16,"foodpanda",5
"2020-28",16,"ubereats",10
"2020-28",16,"zomato",6
"2020-28",17,"foodpanda",53
"2020-28",17,"ubereats",37
"2020-28",17,"zomato",25
"2020-28",18,"foodpanda",51
"2020-28",18,"ubereats",3
"2020-28",19,"foodpanda",2
"2020-28",19,"zomato",2
"2020-28",20,"foodpanda",31
"2020-28",20,"ubereats",75
"2020-28",20,"zomato",45
"2020-28",21,"foodpanda",2
"2020-28",21,"ubereats",3
"2020-28",21,"zomato",3
"2020-28",22,"foodpanda",14
"2020-28",22,"ubereats",10
"2020-28",22,"zomato",6
"2020-28",23,"foodpanda",308
"2020-28",23,"ubereats",372
"2020-28",23,"zomato",230
"2020-28",24,"foodpanda",28
"2020-28",24,"ubereats",20
"2020-28",24,"zomato",10
"2020-28",25,"foodpanda",1
"2020-28",26,"foodpanda",24
"2020-28",26,"ubereats",20
"2020-28",26,"zomato",11
"2020-28",27,"foodpanda",36
"2020-28",27,"ubereats",58
"2020-28",27,"zomato",46
"2020-28",28,"foodpanda",3
"2020-28",28,"ubereats",3
"2020-28",28,"zomato",3
"2020-28",29,"foodpanda",13
"2020-28",29,"ubereats",13
"2020-28",29,"zomato",8
"2020-28",31,"ubereats",4
"2020-28",31,"zomato",8
"2020-28",32,"foodpanda",238
"2020-28",32,"ubereats",336
"2020-28",32,"zomato",145
"2020-28",33,"foodpanda",3
"2020-28",33,"ubereats",3
"2020-28",33,"zomato",5
"2020-28",34,"foodpanda",2
"2020-28",34,"ubereats",20
"2020-28",34,"zomato",5
"2020-28",36,"foodpanda",48
"2020-28",36,"ubereats",51
"2020-28",36,"zomato",50
"2020-28",37,"ubereats",7
"2020-28",37,"zomato",11
"2020-28",39,"foodpanda",6
"2020-28",39,"ubereats",9
"2020-28",39,"zomato",15
"2020-28",40,"foodpanda",51
"2020-28",40,"ubereats",55
"2020-28",40,"zomato",40
"2020-28",42,"foodpanda",18
"2020-28",42,"ubereats",19
"2020-28",42,"zomato",16
"2020-28",43,"foodpanda",28
"2020-28",43,"ubereats",134
"2020-28",44,"ubereats",4
"2020-28",44,"zomato",2
"2020-28",45,"foodpanda",9
"2020-28",46,"zomato",2
"2020-28",47,"foodpanda",51
"2020-28",47,"ubereats",5
"2020-28",47,"zomato",15
"2020-28",48,"foodpanda",25
"2020-28",48,"ubereats",13
"2020-28",48,"zomato",16
"2020-28",49,"foodpanda",13
"2020-28",50,"foodpanda",21
"2020-28",50,"ubereats",14
"2020-28",50,"zomato",4
"2020-28",51,"foodpanda",13
"2020-28",51,"ubereats",4
"2020-28",51,"zomato",15
"2020-28",52,"foodpanda",19
"2020-28",52,"ubereats",10
"2020-28",52,"zomato",1
"2020-28",53,"foodpanda",15
"2020-28",53,"ubereats",21
"2020-28",53,"zomato",12
"2020-28",54,"foodpanda",14
"2020-28",54,"ubereats",10
"2020-28",55,"foodpanda",26
"2020-28",55,"ubereats",28
"2020-28",55,"zomato",29
"2020-28",56,"foodpanda",8
"2020-28",56,"ubereats",7
"2020-28",56,"zomato",19
"2020-28",57,"foodpanda",2
"2020-28",57,"ubereats",18
"2020-28",57,"zomato",10
"2020-28",58,"foodpanda",17
"2020-28",58,"zomato",3
"2020-28",59,"foodpanda",212
"2020-28",59,"ubereats",245
"2020-28",59,"zomato",156
"2020-28",60,"ubereats",10
"2020-28",60,"zomato",2
"2020-28",61,"foodpanda",3
"2020-28",61,"ubereats",26
"2020-28",61,"zomato",6
"2020-28",62,"foodpanda",1
"2020-28",62,"ubereats",15
"2020-28",62,"zomato",15
"2020-28",63,"foodpanda",66
"2020-28",63,"ubereats",33
"2020-28",63,"zomato",28
"2020-28",64,"zomato",1
"2020-28",65,"ubereats",164
"2020-28",66,"foodpanda",4
"2020-28",66,"ubereats",5
"2020-28",66,"zomato",2
"2020-28",67,"foodpanda",96
"2020-28",67,"ubereats",106
"2020-28",67,"zomato",40
"2020-28",68,"foodpanda",1
"2020-28",68,"ubereats",1
"2020-28",69,"foodpanda",88
"2020-28",69,"ubereats",122
"2020-28",69,"zomato",87
"2020-28",71,"foodpanda",78
"2020-28",71,"ubereats",82
"2020-28",71,"zomato",57
"2020-28",72,"foodpanda",6
"2020-28",72,"zomato",1
"2020-28",73,"foodpanda",13
"2020-28",73,"ubereats",17
"2020-28",73,"zomato",22
"2020-28",74,"foodpanda",42
"2020-28",74,"ubereats",66
"2020-28",74,"zomato",32
"2020-28",75,"foodpanda",1
"2020-28",75,"zomato",2
"2020-28",76,"foodpanda",37
"2020-28",76,"ubereats",58
"2020-28",76,"zomato",25
"2020-28",77,"foodpanda",58
"2020-28",77,"ubereats",63
"2020-28",77,"zomato",34
"2020-28",78,"foodpanda",16
"2020-28",78,"ubereats",48
"2020-28",78,"zomato",29
"2020-28",79,"foodpanda",2
"2020-28",79,"zomato",10
"2020-28",81,"foodpanda",8
"2020-28",81,"ubereats",9
"2020-28",81,"zomato",2
"2020-28",82,"foodpanda",10
"2020-28",82,"ubereats",7
"2020-28",82,"zomato",8
"2020-28",83,"foodpanda",4
"2020-28",83,"ubereats",2
"2020-28",84,"foodpanda",1186
"2020-28",84,"ubereats",1398
"2020-28",84,"zomato",789
"2020-28",85,"foodpanda",8
"2020-28",85,"ubereats",8
"2020-28",85,"zomato",5
"2020-28",87,"foodpanda",14
"2020-28",87,"ubereats",6
"2020-28",87,"zomato",5
"2020-28",88,"foodpanda",75
"2020-28",88,"ubereats",25
"2020-28",88,"zomato",33
"2020-28",89,"foodpanda",1
"2020-28",90,"foodpanda",49
"2020-28",90,"ubereats",20
"2020-28",90,"zomato",37
"2020-28",91,"foodpanda",25
"2020-28",91,"ubereats",2
"2020-28",92,"foodpanda",62
"2020-28",92,"ubereats",67
"2020-28",92,"zomato",54
"2020-28",93,"foodpanda",5
"2020-28",93,"ubereats",9
"2020-28",93,"zomato",6
"2020-28",95,"foodpanda",70
"2020-28",95,"ubereats",22
"2020-28",95,"zomato",15
"2020-28",96,"foodpanda",53
"2020-28",96,"ubereats",108
"2020-28",96,"zomato",37
"2020-28",97,"foodpanda",62
"2020-28",97,"ubereats",46
"2020-28",97,"zomato",34
"2020-28",98,"ubereats",3
"2020-28",98,"zomato",3
"2020-28",99,"foodpanda",55
"2020-28",99,"ubereats",27
"2020-28",99,"zomato",19
"2020-28",100,"foodpanda",69
"2020-28",100,"ubereats",47
"2020-28",100,"zomato",20
"2020-28",101,"foodpanda",22
"2020-28",101,"ubereats",52
"2020-28",101,"zomato",38
"2020-28",102,"foodpanda",10
"2020-28",102,"ubereats",24
"2020-28",102,"zomato",8
"2020-28",103,"foodpanda",4
"2020-28",103,"ubereats",5
"2020-28",103,"zomato",5
"2020-28",104,"foodpanda",84
"2020-28",104,"ubereats",134
"2020-28",104,"zomato",77
"2020-28",105,"foodpanda",59
"2020-28",105,"ubereats",40
"2020-28",105,"zomato",91
"2020-28",106,"foodpanda",48
"2020-28",106,"ubereats",49
"2020-28",106,"zomato",19
"2020-28",107,"zomato",1
"2020-28",109,"foodpanda",17
"2020-28",109,"ubereats",5
"2020-28",109,"zomato",21
"2020-28",110,"foodpanda",4
"2020-28",110,"zomato",19
"2020-28",111,"foodpanda",60
"2020-28",111,"ubereats",66
"2020-28",111,"zomato",51
"2020-28",112,"foodpanda",2
"2020-28",112,"zomato",1
"2020-28",113,"foodpanda",1
"2020-28",113,"ubereats",2
"2020-28",114,"foodpanda",1
"2020-28",114,"zomato",3
"2020-28",115,"foodpanda",23
"2020-28",115,"ubereats",54
"2020-28",115,"zomato",19
"2020-28",116,"foodpanda",1
"2020-28",116,"ubereats",7
"2020-28",116,"zomato",7
"2020-28",117,"foodpanda",28
"2020-28",117,"ubereats",61
"2020-28",117,"zomato",39
"2020-28",118,"foodpanda",11
"2020-28",118,"ubereats",48
"2020-28",118,"zomato",10
"2020-28",119,"ubereats",3
"2020-28",120,"foodpanda",20
"2020-28",120,"ubereats",28
"2020-28",120,"zomato",38
"2020-28",121,"foodpanda",92
"2020-28",121,"ubereats",114
"2020-28",121,"zomato",41
"2020-28",122,"foodpanda",5
"2020-28",122,"ubereats",6
"2020-28",122,"zomato",2
"2020-28",123,"foodpanda",25
"2020-28",123,"ubereats",19
"2020-28",123,"zomato",7
"2020-28",124,"foodpanda",13
"2020-28",124,"ubereats",11
"2020-28",125,"foodpanda",6
"2020-28",125,"ubereats",9
"2020-28",125,"zomato",10
"2020-28",126,"foodpanda",61
"2020-28",126,"ubereats",74
"2020-28",126,"zomato",37
"2020-28",127,"foodpanda",3
"2020-28",127,"ubereats",3
"2020-28",128,"foodpanda",27
"2020-28",128,"ubereats",17
"2020-28",128,"zomato",20
"2020-28",129,"foodpanda",44
"2020-28",129,"ubereats",32
"2020-28",129,"zomato",15
"2020-28",130,"foodpanda",6
"2020-28",130,"ubereats",9
"2020-28",130,"zomato",6
"2020-28",131,"foodpanda",22
"2020-28",131,"ubereats",34
"2020-28",131,"zomato",12
"2020-28",132,"foodpanda",34
"2020-28",132,"ubereats",94
"2020-28",132,"zomato",35
"2020-28",133,"foodpanda",4
"2020-28",133,"zomato",2
"2020-28",134,"foodpanda",1
"2020-28",134,"ubereats",12
"2020-28",134,"zomato",6
"2020-28",135,"foodpanda",11
"2020-28",135,"ubereats",2
"2020-28",135,"zomato",5
"2020-28",136,"foodpanda",8
"2020-28",136,"ubereats",7
"2020-28",136,"zomato",8
"2020-28",137,"foodpanda",10
"2020-28",137,"ubereats",13
"2020-28",139,"foodpanda",45
"2020-28",139,"ubereats",57
"2020-28",139,"zomato",35
"2020-28",140,"foodpanda",10
"2020-28",140,"ubereats",21
"2020-28",140,"zomato",7
"2020-28",141,"ubereats",1
"2020-28",141,"zomato",2
"2020-28",142,"foodpanda",19
"2020-28",142,"ubereats",14
"2020-28",142,"zomato",10
"2020-28",143,"ubereats",1
"2020-28",144,"foodpanda",2
"2020-28",144,"ubereats",6
"2020-28",144,"zomato",3
"2020-28",146,"foodpanda",2
"2020-28",146,"ubereats",4
"2020-28",148,"foodpanda",5
"2020-28",148,"ubereats",5
"2020-28",148,"zomato",59
"2020-28",149,"foodpanda",15
"2020-28",149,"ubereats",12
"2020-28",149,"zomato",3
"2020-28",150,"foodpanda",11
"2020-28",150,"ubereats",11
"2020-28",150,"zomato",8
"2020-28",152,"ubereats",1
"2020-28",153,"foodpanda",1057
"2020-28",153,"ubereats",1176
"2020-28",153,"zomato",703
"2020-28",155,"ubereats",3
"2020-28",155,"zomato",9
"2020-28",156,"foodpanda",28
"2020-28",156,"ubereats",26
"2020-28",156,"zomato",15
"2020-28",157,"foodpanda",30
"2020-28",157,"ubereats",42
"2020-28",157,"zomato",30
"2020-28",158,"foodpanda",24
"2020-28",158,"ubereats",24
"2020-28",158,"zomato",18
"2020-28",159,"ubereats",1
"2020-28",160,"foodpanda",47
"2020-28",160,"ubereats",31
"2020-28",160,"zomato",42
"2020-28",161,"foodpanda",29
"2020-28",161,"ubereats",12
"2020-28",161,"zomato",9
"2020-28",162,"foodpanda",2
"2020-28",163,"foodpanda",49
"2020-28",163,"ubereats",54
"2020-28",163,"zomato",25
"2020-28",164,"foodpanda",8
"2020-28",164,"ubereats",21
"2020-28",164,"zomato",4
"2020-28",165,"foodpanda",190
"2020-28",165,"ubereats",269
"2020-28",165,"zomato",144
"2020-28",166,"foodpanda",7
"2020-28",166,"ubereats",24
"2020-28",166,"zomato",4
"2020-28",168,"foodpanda",127
"2020-28",168,"ubereats",196
"2020-28",168,"zomato",76
"2020-28",169,"foodpanda",4
"2020-28",169,"ubereats",8
"2020-28",169,"zomato",6
"2020-28",171,"zomato",3
"2020-28",172,"ubereats",2
"2020-28",173,"foodpanda",2
"2020-28",173,"ubereats",10
"2020-28",173,"zomato",5
"2020-28",174,"foodpanda",64
"2020-28",174,"ubereats",60
"2020-28",174,"zomato",25
"2020-28",175,"ubereats",4
"2020-28",175,"zomato",4
"2020-28",176,"foodpanda",7
"2020-28",176,"zomato",3
"2020-28",177,"foodpanda",124
"2020-28",177,"ubereats",135
"2020-28",177,"zomato",102
"2020-28",178,"ubereats",12
"2020-28",178,"zomato",3
"2020-28",179,"foodpanda",34
"2020-28",179,"ubereats",40
"2020-28",179,"zomato",34
"2020-28",180,"foodpanda",15
"2020-28",180,"ubereats",5
"2020-28",180,"zomato",4
"2020-28",181,"foodpanda",78
"2020-28",182,"ubereats",4
"2020-28",182,"zomato",13
"2020-28",183,"foodpanda",14
"2020-28",183,"ubereats",13
"2020-28",183,"zomato",14
"2020-28",185,"foodpanda",31
"2020-28",185,"ubereats",27
"2020-28",185,"zomato",16
"2020-28",186,"foodpanda",8
"2020-28",186,"ubereats",24
"2020-28",186,"zomato",14
"2020-28",187,"foodpanda",10
"2020-28",187,"ubereats",20
"2020-28",187,"zomato",1
"2020-28",188,"ubereats",5
"2020-28",189,"foodpanda",1
"2020-28",190,"foodpanda",51
"2020-28",190,"ubereats",28
"2020-28",190,"zomato",21
"2020-28",191,"foodpanda",85
"2020-28",191,"ubereats",173
"2020-28",191,"zomato",88
"2020-28",192,"foodpanda",16
"2020-28",192,"ubereats",17
"2020-28",192,"zomato",18
"2020-28",193,"foodpanda",24
"2020-28",193,"ubereats",22
"2020-28",193,"zomato",28
"2020-28",194,"foodpanda",3
"2020-28",194,"ubereats",1
"2020-28",194,"zomato",8
"2020-28",195,"foodpanda",10
"2020-28",195,"ubereats",24
"2020-28",195,"zomato",9
"2020-28",197,"foodpanda",7
"2020-28",197,"ubereats",7
"2020-28",197,"zomato",4
"2020-28",198,"foodpanda",135
"2020-28",198,"ubereats",149
"2020-28",198,"zomato",108
"2020-28",199,"foodpanda",4
"2020-28",199,"ubereats",4
"2020-28",199,"zomato",7
"2020-28",200,"foodpanda",1
"2020-28",200,"ubereats",1
"2020-28",201,"zomato",2
"2020-28",202,"foodpanda",5
"2020-28",202,"ubereats",2
"2020-28",202,"zomato",3
"2020-28",203,"foodpanda",332
"2020-28",203,"ubereats",359
"2020-28",203,"zomato",243
"2020-28",204,"foodpanda",10
"2020-28",205,"foodpanda",15
"2020-28",205,"ubereats",15
"2020-28",205,"zomato",9
"2020-28",206,"foodpanda",17
"2020-28",206,"ubereats",20
"2020-28",206,"zomato",2
"2020-28",207,"foodpanda",19
"2020-28",207,"ubereats",19
"2020-28",207,"zomato",4
"2020-28",208,"foodpanda",2
"2020-28",208,"ubereats",1
"2020-28",208,"zomato",2
"2020-28",209,"foodpanda",17
"2020-28",209,"ubereats",5
"2020-28",209,"zomato",13
"2020-28",210,"foodpanda",11
"2020-28",210,"ubereats",15
"2020-28",210,"zomato",9
"2020-28",211,"foodpanda",74
"2020-28",211,"ubereats",55
"2020-28",211,"zomato",62
"2020-28",212,"foodpanda",2
"2020-28",213,"foodpanda",16
"2020-28",213,"zomato",10
"2020-28",215,"foodpanda",8
"2020-28",215,"ubereats",8
"2020-28",215,"zomato",6
"2020-28",216,"ubereats",4
"2020-28",216,"zomato",2
"2020-28",217,"foodpanda",1
"2020-28",217,"ubereats",3
"2020-28",217,"zomato",2
"2020-28",219,"foodpanda",23
"2020-28",219,"ubereats",3
"2020-28",219,"zomato",7
"2020-28",220,"foodpanda",1
"2020-28",220,"ubereats",1
"2020-28",221,"foodpanda",2
"2020-28",221,"ubereats",5
"2020-28",221,"zomato",11
"2020-28",222,"foodpanda",88
"2020-28",222,"ubereats",105
"2020-28",222,"zomato",52
"2020-28",223,"foodpanda",4
"2020-28",223,"ubereats",9
"2020-28",223,"zomato",5
"2020-28",224,"zomato",7
"2020-28",225,"foodpanda",28
"2020-28",225,"ubereats",3
"2020-28",226,"foodpanda",111
"2020-28",226,"ubereats",133
"2020-28",226,"zomato",76
"2020-28",227,"foodpanda",10
"2020-28",227,"ubereats",13
"2020-28",228,"foodpanda",7
"2020-28",228,"ubereats",2
"2020-28",228,"zomato",13
"2020-28",229,"foodpanda",16
"2020-28",229,"zomato",2
"2020-28",230,"foodpanda",3
"2020-28",230,"ubereats",2
"2020-28",230,"zomato",1
"2020-28",231,"ubereats",3
"2020-28",232,"foodpanda",107
"2020-28",232,"ubereats",139
"2020-28",232,"zomato",66
"2020-28",233,"foodpanda",6
"2020-28",233,"ubereats",18
"2020-28",233,"zomato",10
"2020-28",234,"foodpanda",3
"2020-28",235,"foodpanda",158
"2020-28",235,"ubereats",234
"2020-28",235,"zomato",170
"2020-28",236,"foodpanda",16
"2020-28",236,"ubereats",27
"2020-28",236,"zomato",11
"2020-28",237,"foodpanda",45
"2020-28",237,"ubereats",10
"2020-28",237,"zomato",20
"2020-28",238,"foodpanda",16
"2020-28",238,"ubereats",24
"2020-28",238,"zomato",20
"2020-28",239,"foodpanda",17
"2020-28",239,"ubereats",22
"2020-28",239,"zomato",11
"2020-28",241,"foodpanda",92
"2020-28",241,"ubereats",89
"2020-28",241,"zomato",104
"2020-28",242,"ubereats",3
"2020-28",242,"zomato",5
"2020-28",243,"foodpanda",10
"2020-28",243,"ubereats",3
"2020-28",243,"zomato",4
"2020-28",244,"foodpanda",58
"2020-28",244,"ubereats",51
"2020-28",244,"zomato",31
"2020-28",245,"foodpanda",48
"2020-28",245,"ubereats",51
"2020-28",245,"zomato",40
"2020-28",246,"foodpanda",16
"2020-28",246,"ubereats",42
"2020-28",246,"zomato",17
"2020-28",247,"foodpanda",11
"2020-28",247,"ubereats",14
"2020-28",247,"zomato",3
"2020-28",248,"foodpanda",17
"2020-28",248,"ubereats",22
"2020-28",248,"zomato",15
"2020-28",249,"foodpanda",43
"2020-28",249,"ubereats",55
"2020-28",249,"zomato",43
"2020-28",250,"foodpanda",37
"2020-28",250,"ubereats",134
"2020-28",250,"zomato",29
"2020-28",251,"foodpanda",4
"2020-28",251,"zomato",9
"2020-28",252,"foodpanda",4841
"2020-28",252,"ubereats",5231
"2020-28",252,"zomato",3237
"2020-28",253,"foodpanda",29
"2020-28",253,"ubereats",17
"2020-28",253,"zomato",18
"2020-28",255,"foodpanda",224
"2020-28",255,"ubereats",156
"2020-28",255,"zomato",63
"2020-28",258,"foodpanda",3
"2020-28",258,"ubereats",19
"2020-28",258,"zomato",11
"2020-28",259,"foodpanda",1
"2020-28",259,"ubereats",2
"2020-28",259,"zomato",6
"2020-28",260,"foodpanda",11
"2020-28",260,"ubereats",5
"2020-28",260,"zomato",6
"2020-28",261,"foodpanda",127
"2020-28",261,"ubereats",135
"2020-28",261,"zomato",79
"2020-28",262,"foodpanda",3
"2020-28",262,"ubereats",6
"2020-28",262,"zomato",2
"2020-28",264,"foodpanda",22
"2020-28",264,"ubereats",6
"2020-28",264,"zomato",6
"2020-28",265,"foodpanda",12
"2020-28",265,"ubereats",13
"2020-28",265,"zomato",22
"2020-28",266,"foodpanda",47
"2020-28",266,"ubereats",37
"2020-28",266,"zomato",25
"2020-28",267,"zomato",21
"2020-28",268,"foodpanda",10
"2020-28",268,"ubereats",9
"2020-28",268,"zomato",13
"2020-28",270,"foodpanda",39
"2020-28",270,"ubereats",9
"2020-28",270,"zomato",5
"2020-28",271,"foodpanda",7
"2020-28",271,"ubereats",21
"2020-28",271,"zomato",25
"2020-28",272,"foodpanda",1
"2020-28",273,"foodpanda",370
"2020-28",273,"ubereats",465
"2020-28",273,"zomato",277
"2020-28",274,"foodpanda",2
"2020-28",274,"ubereats",11
"2020-28",274,"zomato",6
"2020-28",275,"foodpanda",1
"2020-28",276,"foodpanda",14
"2020-28",276,"ubereats",6
"2020-28",276,"zomato",8
"2020-28",277,"foodpanda",20
"2020-28",277,"ubereats",11
"2020-28",277,"zomato",5
"2020-28",278,"foodpanda",39
"2020-28",278,"ubereats",21
"2020-28",278,"zomato",46
"2020-28",279,"foodpanda",33
"2020-28",279,"ubereats",63
"2020-28",279,"zomato",27
"2020-28",281,"foodpanda",4
"2020-28",281,"zomato",10
"2020-28",282,"ubereats",1
"2020-28",283,"foodpanda",50
"2020-28",283,"ubereats",37
"2020-28",283,"zomato",25
"2020-28",284,"foodpanda",16
"2020-28",284,"ubereats",20
"2020-28",284,"zomato",8
"2020-28",285,"foodpanda",13
"2020-28",285,"ubereats",11
"2020-28",285,"zomato",24
"2020-28",286,"ubereats",5
"2020-28",287,"foodpanda",3
"2020-28",288,"foodpanda",5
"2020-28",288,"ubereats",1
"2020-28",289,"foodpanda",65
"2020-28",289,"ubereats",98
"2020-28",289,"zomato",69
"2020-28",290,"foodpanda",13
"2020-28",290,"ubereats",11
"2020-28",290,"zomato",3
"2020-28",291,"foodpanda",30
"2020-28",291,"ubereats",6
"2020-28",292,"foodpanda",3
"2020-28",292,"ubereats",3
"2020-28",292,"zomato",1
"2020-28",293,"foodpanda",7
"2020-28",293,"ubereats",10
"2020-28",293,"zomato",12
"2020-28",294,"foodpanda",7
"2020-28",294,"ubereats",3
"2020-28",295,"foodpanda",6
"2020-28",298,"foodpanda",3
"2020-28",298,"ubereats",6
"2020-28",298,"zomato",1
"2020-28",299,"foodpanda",151
"2020-28",299,"ubereats",111
"2020-28",299,"zomato",55
"2020-27",1,"foodpanda",356
"2020-27",1,"ubereats",348
"2020-27",1,"zomato",136
"2020-27",2,"foodpanda",17
"2020-27",2,"ubereats",26
"2020-27",2,"zomato",23
"2020-27",3,"foodpanda",1
"2020-27",4,"foodpanda",6
"2020-27",4,"ubereats",20
"2020-27",4,"zomato",8
"2020-27",5,"foodpanda",92
"2020-27",5,"ubereats",112
"2020-27",5,"zomato",73
"2020-27",6,"foodpanda",66
"2020-27",6,"ubereats",35
"2020-27",6,"zomato",25
"2020-27",10,"foodpanda",19
